"Notes","Year","Year Code","Month","Month Code","ICD Chapter","ICD Chapter Code",Deaths,Population,Crude Rate
,"2007","2007","Aug., 2007","2007/08","Diseases of the genitourinary system","N00-N98",5132,Not Applicable,Not Applicable
,"2007","2007","Aug., 2007","2007/08","Pregnancy, childbirth and the puerperium","O00-O99",57,Not Applicable,Not Applicable
,"2007","2007","Aug., 2007","2007/08","Certain conditions originating in the perinatal period","P00-P96",1262,Not Applicable,Not Applicable
,"2007","2007","Aug., 2007","2007/08","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",877,Not Applicable,Not Applicable
,"2007","2007","Aug., 2007","2007/08","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2767,Not Applicable,Not Applicable
,"2007","2007","Aug., 2007","2007/08","External causes of morbidity and mortality","V01-Y89",16257,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Certain infectious and parasitic diseases","A00-B99",5135,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Neoplasms","C00-D48",47525,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",779,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Endocrine, nutritional and metabolic diseases","E00-E88",7490,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Mental and behavioural disorders","F01-F99",6893,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the nervous system","G00-G98",9558,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the circulatory system","I00-I99",61532,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the respiratory system","J00-J98",16041,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the digestive system","K00-K92",7065,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the skin and subcutaneous tissue","L00-L98",297,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the musculoskeletal system and connective tissue","M00-M99",1086,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Diseases of the genitourinary system","N00-N98",4978,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Pregnancy, childbirth and the puerperium","O00-O99",63,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Certain conditions originating in the perinatal period","P00-P96",1168,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",811,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2668,Not Applicable,Not Applicable
,"2007","2007","Sep., 2007","2007/09","External causes of morbidity and mortality","V01-Y89",15370,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Certain infectious and parasitic diseases","A00-B99",5402,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Neoplasms","C00-D48",49294,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",750,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Endocrine, nutritional and metabolic diseases","E00-E88",7834,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Mental and behavioural disorders","F01-F99",7377,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the nervous system","G00-G98",10448,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the ear and mastoid process","H60-H93",10,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the circulatory system","I00-I99",65661,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the respiratory system","J00-J98",17365,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the digestive system","K00-K92",7374,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the skin and subcutaneous tissue","L00-L98",289,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the musculoskeletal system and connective tissue","M00-M99",1119,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Diseases of the genitourinary system","N00-N98",5182,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Pregnancy, childbirth and the puerperium","O00-O99",63,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Certain conditions originating in the perinatal period","P00-P96",1179,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",838,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2950,Not Applicable,Not Applicable
,"2007","2007","Oct., 2007","2007/10","External causes of morbidity and mortality","V01-Y89",15497,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Certain infectious and parasitic diseases","A00-B99",5379,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Neoplasms","C00-D48",47643,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",781,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Endocrine, nutritional and metabolic diseases","E00-E88",8174,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Mental and behavioural disorders","F01-F99",7613,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the nervous system","G00-G98",11264,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the circulatory system","I00-I99",66826,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the respiratory system","J00-J98",18296,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the digestive system","K00-K92",7406,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the skin and subcutaneous tissue","L00-L98",320,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the musculoskeletal system and connective tissue","M00-M99",1131,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Diseases of the genitourinary system","N00-N98",5321,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Pregnancy, childbirth and the puerperium","O00-O99",58,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Certain conditions originating in the perinatal period","P00-P96",1203,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",870,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3031,Not Applicable,Not Applicable
,"2007","2007","Nov., 2007","2007/11","External causes of morbidity and mortality","V01-Y89",14817,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Certain infectious and parasitic diseases","A00-B99",5901,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Neoplasms","C00-D48",49647,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",834,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Endocrine, nutritional and metabolic diseases","E00-E88",8957,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Mental and behavioural disorders","F01-F99",8793,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the nervous system","G00-G98",11957,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the circulatory system","I00-I99",73353,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the respiratory system","J00-J98",20685,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the digestive system","K00-K92",8061,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the skin and subcutaneous tissue","L00-L98",376,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the musculoskeletal system and connective tissue","M00-M99",1184,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Diseases of the genitourinary system","N00-N98",5840,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Pregnancy, childbirth and the puerperium","O00-O99",71,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Certain conditions originating in the perinatal period","P00-P96",1217,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",867,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3300,Not Applicable,Not Applicable
,"2007","2007","Dec., 2007","2007/12","External causes of morbidity and mortality","V01-Y89",15563,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Certain infectious and parasitic diseases","A00-B99",6188,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Neoplasms","C00-D48",49893,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",913,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Endocrine, nutritional and metabolic diseases","E00-E88",9239,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Mental and behavioural disorders","F01-F99",9532,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the nervous system","G00-G98",12766,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the circulatory system","I00-I99",75045,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the respiratory system","J00-J98",24015,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the digestive system","K00-K92",8018,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the skin and subcutaneous tissue","L00-L98",356,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the musculoskeletal system and connective tissue","M00-M99",1244,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Diseases of the genitourinary system","N00-N98",5862,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Pregnancy, childbirth and the puerperium","O00-O99",74,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Certain conditions originating in the perinatal period","P00-P96",1206,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",947,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3463,Not Applicable,Not Applicable
,"2008","2008","Jan., 2008","2008/01","External causes of morbidity and mortality","V01-Y89",15135,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Certain infectious and parasitic diseases","A00-B99",6352,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Neoplasms","C00-D48",47621,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",874,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Endocrine, nutritional and metabolic diseases","E00-E88",9153,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Mental and behavioural disorders","F01-F99",9929,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the nervous system","G00-G98",12795,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the ear and mastoid process","H60-H93",10,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the circulatory system","I00-I99",75002,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the respiratory system","J00-J98",26339,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the digestive system","K00-K92",7737,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the skin and subcutaneous tissue","L00-L98",364,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the musculoskeletal system and connective tissue","M00-M99",1344,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Diseases of the genitourinary system","N00-N98",5756,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Pregnancy, childbirth and the puerperium","O00-O99",86,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Certain conditions originating in the perinatal period","P00-P96",1125,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",902,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3296,Not Applicable,Not Applicable
,"2008","2008","Feb., 2008","2008/02","External causes of morbidity and mortality","V01-Y89",14753,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Certain infectious and parasitic diseases","A00-B99",6652,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Neoplasms","C00-D48",49558,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",870,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Endocrine, nutritional and metabolic diseases","E00-E88",9454,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Mental and behavioural disorders","F01-F99",10649,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the nervous system","G00-G98",13620,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the circulatory system","I00-I99",77228,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the respiratory system","J00-J98",27779,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the digestive system","K00-K92",8263,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the skin and subcutaneous tissue","L00-L98",378,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the musculoskeletal system and connective tissue","M00-M99",1292,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Diseases of the genitourinary system","N00-N98",6016,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Pregnancy, childbirth and the puerperium","O00-O99",69,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Certain conditions originating in the perinatal period","P00-P96",1227,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",919,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3336,Not Applicable,Not Applicable
,"2008","2008","Mar., 2008","2008/03","External causes of morbidity and mortality","V01-Y89",15393,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Certain infectious and parasitic diseases","A00-B99",5839,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Neoplasms","C00-D48",47159,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",778,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Endocrine, nutritional and metabolic diseases","E00-E88",8219,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Mental and behavioural disorders","F01-F99",8788,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the nervous system","G00-G98",11696,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the circulatory system","I00-I99",67424,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the respiratory system","J00-J98",21969,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the digestive system","K00-K92",7540,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the skin and subcutaneous tissue","L00-L98",312,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the musculoskeletal system and connective tissue","M00-M99",1149,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Diseases of the genitourinary system","N00-N98",5359,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Pregnancy, childbirth and the puerperium","O00-O99",61,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Certain conditions originating in the perinatal period","P00-P96",1126,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",842,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3482,Not Applicable,Not Applicable
,"2008","2008","Apr., 2008","2008/04","External causes of morbidity and mortality","V01-Y89",15049,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Certain infectious and parasitic diseases","A00-B99",5652,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Neoplasms","C00-D48",48288,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",806,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Endocrine, nutritional and metabolic diseases","E00-E88",8017,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Mental and behavioural disorders","F01-F99",8248,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the nervous system","G00-G98",10775,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the circulatory system","I00-I99",66077,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the respiratory system","J00-J98",19463,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the digestive system","K00-K92",7457,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the skin and subcutaneous tissue","L00-L98",333,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the musculoskeletal system and connective tissue","M00-M99",1111,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Diseases of the genitourinary system","N00-N98",4952,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Pregnancy, childbirth and the puerperium","O00-O99",76,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Certain conditions originating in the perinatal period","P00-P96",1248,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",886,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3165,Not Applicable,Not Applicable
,"2008","2008","May, 2008","2008/05","External causes of morbidity and mortality","V01-Y89",15860,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Certain infectious and parasitic diseases","A00-B99",5200,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Neoplasms","C00-D48",46670,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",771,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Endocrine, nutritional and metabolic diseases","E00-E88",7617,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Mental and behavioural disorders","F01-F99",7634,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the nervous system","G00-G98",9708,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the circulatory system","I00-I99",61679,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the respiratory system","J00-J98",17442,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the digestive system","K00-K92",7210,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the skin and subcutaneous tissue","L00-L98",316,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the musculoskeletal system and connective tissue","M00-M99",1037,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Diseases of the genitourinary system","N00-N98",4796,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Pregnancy, childbirth and the puerperium","O00-O99",55,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Certain conditions originating in the perinatal period","P00-P96",1174,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",835,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2808,Not Applicable,Not Applicable
,"2008","2008","Jun., 2008","2008/06","External causes of morbidity and mortality","V01-Y89",15635,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Certain infectious and parasitic diseases","A00-B99",5284,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Neoplasms","C00-D48",47993,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",781,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Endocrine, nutritional and metabolic diseases","E00-E88",7486,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Mental and behavioural disorders","F01-F99",7525,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the nervous system","G00-G98",9811,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the circulatory system","I00-I99",61505,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the respiratory system","J00-J98",16877,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the digestive system","K00-K92",7338,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the skin and subcutaneous tissue","L00-L98",315,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the musculoskeletal system and connective tissue","M00-M99",1075,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Diseases of the genitourinary system","N00-N98",4914,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Pregnancy, childbirth and the puerperium","O00-O99",61,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Certain conditions originating in the perinatal period","P00-P96",1144,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",803,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3120,Not Applicable,Not Applicable
,"2008","2008","Jul., 2008","2008/07","External causes of morbidity and mortality","V01-Y89",15949,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Certain infectious and parasitic diseases","A00-B99",5259,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Neoplasms","C00-D48",48607,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",826,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Endocrine, nutritional and metabolic diseases","E00-E88",7578,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Mental and behavioural disorders","F01-F99",7514,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the nervous system","G00-G98",10179,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the circulatory system","I00-I99",61110,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the respiratory system","J00-J98",16495,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the digestive system","K00-K92",7193,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the skin and subcutaneous tissue","L00-L98",308,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the musculoskeletal system and connective tissue","M00-M99",1059,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Diseases of the genitourinary system","N00-N98",4903,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Pregnancy, childbirth and the puerperium","O00-O99",62,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Certain conditions originating in the perinatal period","P00-P96",1185,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",836,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2952,Not Applicable,Not Applicable
,"2008","2008","Aug., 2008","2008/08","External causes of morbidity and mortality","V01-Y89",15852,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Certain infectious and parasitic diseases","A00-B99",5144,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Neoplasms","C00-D48",47234,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",793,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Endocrine, nutritional and metabolic diseases","E00-E88",7453,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Mental and behavioural disorders","F01-F99",7739,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the nervous system","G00-G98",10047,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the circulatory system","I00-I99",59746,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the respiratory system","J00-J98",16378,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the digestive system","K00-K92",7284,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the skin and subcutaneous tissue","L00-L98",326,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the musculoskeletal system and connective tissue","M00-M99",1093,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Diseases of the genitourinary system","N00-N98",4708,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Pregnancy, childbirth and the puerperium","O00-O99",55,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Certain conditions originating in the perinatal period","P00-P96",1110,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",764,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2921,Not Applicable,Not Applicable
,"2008","2008","Sep., 2008","2008/09","External causes of morbidity and mortality","V01-Y89",14981,Not Applicable,Not Applicable
